index,mcs
858,344.1
859,275.3
860,275.3
861,275.3
862,275.3
863,206.5
864,206.5
865,275.3
866,275.3
867,206.5
868,275.3
869,206.5
870,275.3
871,275.3
872,275.3
873,275.3
874,309.7
875,275.3
876,275.3
877,309.7
878,275.3
879,275.3
880,275.3
881,206.5
882,275.3
883,275.3
884,206.5
885,275.3
886,206.5
887,275.3
888,344.1
889,275.3
890,344.1
891,344.1
892,309.7
893,309.7
894,309.7
895,309.7
896,309.7
897,275.3
898,309.7
899,309.7
900,344.1
901,275.3
902,344.1
903,275.3
904,275.3
905,275.3
906,344.1
907,309.7
908,344.1
909,309.7
910,275.3
911,309.7
912,309.7
913,275.3
914,309.7
915,344.1
916,309.7
917,309.7
918,344.1
919,344.1
920,344.1
921,309.7
922,275.3
923,275.3
924,344.1
925,309.7
926,344.1
927,344.1
928,309.7
929,275.3
930,275.3
931,309.7
932,309.7
933,309.7
934,344.1
935,309.7
936,309.7
937,344.1
938,309.7
939,275.3
940,344.1
941,206.5
942,206.5
943,344.1
944,309.7
945,275.3
946,309.7
947,309.7
948,309.7
949,309.7
950,309.7
951,309.7
952,309.7
953,275.3
954,275.3
955,309.7
956,344.1
957,344.1
958,344.1
959,275.3
960,309.7
961,275.3
962,309.7
963,344.1
964,309.7
965,309.7
966,344.1
967,275.3
968,309.7
969,309.7
970,309.7
971,344.1
972,309.7
973,275.3
974,275.3
975,309.7
976,275.3
977,309.7
978,275.3
979,309.7
980,275.3
981,275.3
982,344.1
983,309.7
984,275.3
985,309.7
986,309.7
987,309.7
988,275.3
989,275.3
990,309.7
991,309.7
992,275.3
993,275.3
994,275.3
995,309.7
996,206.5
997,275.3
998,309.7
999,275.3
1000,206.5
1001,275.3
1002,275.3
1003,275.3
1004,275.3
1005,275.3
1006,275.3
1007,206.5
1008,275.3
1009,275.3
1010,275.3
1011,309.7
1012,309.7
1013,309.7
1014,309.7
1015,309.7
1016,309.7
1017,309.7
1018,309.7
1019,309.7
1020,309.7
1021,344.1
1022,309.7
1023,309.7
1024,309.7
1025,309.7
1026,309.7
1027,206.5
1028,309.7
1029,309.7
1030,309.7
1031,309.7
1032,309.7
1033,309.7
1034,309.7
1035,309.7
1036,275.3
1037,275.3
1038,309.7
1039,344.1
1040,309.7
1041,309.7
1042,275.3
1043,309.7
1044,309.7
1045,309.7
1046,412.9
1047,412.9
1048,309.7
1049,309.7
1050,309.7
1051,309.7
1052,309.7
1053,309.7
1054,309.7
1055,412.9
1056,309.7
1057,309.7
1058,309.7
1059,309.7
1060,309.7
1061,344.1
1062,309.7
1063,309.7
1064,309.7
1065,412.9
1066,309.7
1067,309.7
1068,309.7
1069,309.7
1070,309.7
1071,309.7
1072,309.7
1073,309.7
1074,412.9
1075,309.7
1076,309.7
1077,309.7
1078,309.7
1079,309.7
1080,344.1
1081,309.7
1082,309.7
1083,412.9
1084,309.7
1085,344.1
1086,309.7
1087,309.7
1088,344.1
1089,309.7
1090,344.1
1091,309.7
1092,344.1
1093,309.7
1094,309.7
1095,344.1
1096,309.7
1097,309.7
1098,309.7
1099,412.9
1100,309.7
1101,309.7
1102,309.7
1103,412.9
1104,309.7
1105,309.7
1106,309.7
1107,412.9
1108,309.7
1109,344.1
1110,309.7
1111,309.7
1112,309.7
1113,344.1
1114,573.5
1115,573.5
1116,516.2
1117,573.5
1118,516.2
1119,516.2
1120,573.5
1121,573.5
1122,573.5
1123,573.5
1124,516.2
1125,573.5
1126,573.5
1127,516.2
1128,573.5
1129,573.5
1130,573.5
1131,516.2
1132,516.2
1133,516.2
1134,573.5
1135,516.2
1136,516.2
1137,573.5
1138,573.5
1139,516.2
1140,516.2
1141,573.5
1142,516.2
1143,573.5
1144,573.5
1145,573.5
1146,516.2
1147,573.5
1148,516.2
1149,573.5
1150,516.2
1151,573.5
1152,573.5
1153,516.2
1154,573.5
1155,573.5
1156,573.5
1157,573.5
1158,516.2
1159,573.5
1160,573.5
1161,573.5
1162,573.5
1163,573.5
1164,573.5
1165,573.5
1166,573.5
1167,458.8
1168,458.8
1169,458.8
1170,309.7
1171,458.8
1172,458.8
1173,458.8
1174,458.8
1175,458.8
1176,458.8
1177,458.8
1178,458.8
1179,458.8
1180,412.9
1181,458.8
1182,458.8
1183,458.8
1184,458.8
1185,458.8
1186,458.8
1187,458.8
1188,458.8
1189,458.8
1190,458.8
1191,458.8
1192,458.8
1193,458.8
1194,458.8
1195,458.8
1196,458.8
1197,458.8
1198,458.8
1199,458.8
1200,458.8
1201,458.8
1202,458.8
1203,458.8
1204,458.8
1205,458.8
1206,458.8
1207,458.8
1208,458.8
1209,458.8
1210,458.8
1211,458.8
1212,412.9
1213,458.8
1214,458.8
1215,458.8
1216,458.8
1217,458.8
1218,458.8
1219,458.8
1220,458.8
1221,458.8
1222,458.8
1223,458.8
1224,458.8
1225,458.8
1226,458.8
1227,309.7
1228,344.1
1229,309.7
1230,309.7
1231,309.7
1232,412.9
1233,309.7
1234,309.7
1235,344.1
1236,309.7
1237,344.1
1238,309.7
1239,309.7
1240,309.7
1241,275.3
1242,344.1
1243,412.9
1244,344.1
1245,309.7
1246,344.1
1247,309.7
1248,275.3
1249,309.7
1250,309.7
1251,309.7
1252,309.7
1253,309.7
1254,309.7
1255,309.7
1256,344.1
1257,309.7
1258,309.7
1259,344.1
1260,309.7
1261,309.7
1262,344.1
1263,275.3
1264,309.7
1265,309.7
1266,309.7
1267,309.7
1268,309.7
1269,309.7
1270,309.7
1271,344.1
1272,309.7
1273,309.7
1274,412.9
1275,309.7
1276,344.1
1277,309.7
1278,309.7
1279,309.7
1280,344.1
1281,344.1
1282,344.1
1283,309.7
1284,275.3
1285,344.1
1286,309.7
1287,309.7
1288,275.3
1289,275.3
1290,344.1
1291,344.1
1292,275.3
1293,309.7
1294,309.7
1295,344.1
1296,309.7
1297,309.7
1298,309.7
1299,309.7
1300,309.7
1301,309.7
1302,309.7
1303,275.3
1304,309.7
1305,309.7
1306,275.3
1307,309.7
1308,344.1
1309,309.7
1310,275.3
1311,275.3
1312,309.7
1313,344.1
1314,275.3
1315,309.7
1316,275.3
1317,309.7
1318,309.7
1319,344.1
1320,344.1
1321,344.1
1322,309.7
1323,344.1
1324,275.3
1325,309.7
1326,344.1
1327,344.1
1328,344.1
1329,344.1
1330,344.1
1331,309.7
1332,309.7
1333,344.1
1334,309.7
1335,309.7
1336,309.7
1337,344.1
1338,344.1
1339,309.7
1340,309.7
1341,309.7
1342,275.3
1343,275.3
1344,275.3
1345,206.5
1346,275.3
1347,275.3
1348,275.3
1349,309.7
1350,309.7
1351,275.3
1352,275.3
1353,275.3
1354,275.3
1355,275.3
1356,309.7
1357,309.7
1358,275.3
1359,275.3
1360,275.3
1361,275.3
1362,309.7
1363,275.3
1364,309.7
1365,275.3
1366,275.3
1367,275.3
1368,309.7
1369,275.3
1370,309.7
1371,309.7
1372,309.7
1373,275.3
1374,275.3
1375,309.7
1376,309.7
1377,275.3
1378,275.3
1379,309.7
1380,309.7
1381,275.3
1382,309.7
1383,275.3
1384,309.7
1385,275.3
1386,275.3
1387,309.7
1388,275.3
1389,275.3
1390,275.3
1391,309.7
1392,344.1
1393,344.1
1394,309.7
1395,344.1
1396,309.7
1397,344.1
1398,309.7
1399,344.1
1400,275.3
1401,309.7
1402,344.1
1403,344.1
1404,412.9
1405,344.1
1406,344.1
1407,344.1
1408,344.1
1409,309.7
1410,344.1
1411,344.1
1412,344.1
1413,344.1
1414,344.1
1415,344.1
1416,344.1
1417,344.1
1418,344.1
1419,309.7
1420,309.7
1421,344.1
1422,309.7
1423,309.7
1424,309.7
1425,344.1
1426,309.7
1427,344.1
1428,344.1
1429,344.1
1430,344.1
1431,344.1
1432,309.7
1433,309.7
1434,344.1
1435,309.7
1436,206.5
1437,275.3
1438,275.3
1439,275.3
1440,275.3
1441,309.7
1442,309.7
1443,309.7
1444,275.3
1445,309.7
1446,309.7
1447,309.7
1448,275.3
1449,309.7
1450,275.3
1451,309.7
1452,309.7
1453,309.7
1454,206.5
1455,275.3
1456,275.3
1457,309.7
1458,309.7
1459,275.3
1460,309.7
1461,309.7
1462,309.7
1463,309.7
1464,275.3
1465,275.3
1466,309.7
1467,275.3
1468,275.3
1469,309.7
1470,275.3
1471,309.7
1472,206.5
1473,275.3
1474,309.7
1475,309.7
1476,344.1
1477,309.7
1478,275.3
1479,275.3
1480,309.7
1481,309.7
1482,275.3
1483,309.7
1484,309.7
1485,275.3
1486,275.3
1487,275.3
1488,275.3
1489,275.3
1490,206.5
1491,309.7
1492,275.3
1493,309.7
1494,309.7
1495,206.5
1496,275.3
1497,275.3
1498,275.3
1499,275.3
1500,275.3
1501,275.3
1502,275.3
1503,275.3
1504,275.3
1505,275.3
1506,275.3
1507,275.3
1508,275.3
1509,206.5
1510,275.3
1511,275.3
1512,275.3
1513,275.3
1514,206.5
1515,309.7
1516,206.5
1517,309.7
1518,275.3
1519,275.3
1520,206.5
1521,275.3
1522,275.3
1523,309.7
1524,275.3
1525,309.7
1526,309.7
1527,275.3
1528,275.3
1529,309.7
1530,275.3
1531,309.7
1532,309.7
1533,309.7
1534,309.7
1535,275.3
1536,275.3
1537,275.3
1538,275.3
1539,344.1
1540,309.7
1541,309.7
1542,309.7
1543,309.7
1544,309.7
1545,309.7
1546,309.7
1547,275.3
1548,275.3
1549,309.7
1550,309.7
1551,275.3
1552,309.7
1553,275.3
1554,275.3
1555,309.7
1556,275.3
1557,275.3
1558,275.3
1559,344.1
1560,275.3
1561,275.3
1562,275.3
1563,275.3
1564,309.7
1565,275.3
1566,275.3
1567,275.3
1568,309.7
1569,309.7
1570,275.3
1571,309.7
1572,309.7
1573,275.3
1574,275.3
1575,206.5
1576,206.5
1577,206.5
1578,206.5
1579,206.5
1580,206.5
1581,206.5
1582,206.5
1583,206.5
1584,206.5
1585,206.5
1586,206.5
1587,206.5
1588,206.5
1589,206.5
1590,206.5
1591,206.5
1592,206.5
1593,206.5
1594,275.3
1595,206.5
1596,206.5
1597,206.5
1598,275.3
1599,275.3
1600,206.5
1601,275.3
1602,206.5
1603,206.5
1604,206.5
1605,206.5
1606,206.5
1607,206.5
1608,206.5
1609,206.5
1610,206.5
1611,206.5
1612,206.5
1613,206.5
1614,206.5
1615,206.5
1616,206.5
1617,206.5
1618,206.5
1619,206.5
1620,206.5
1621,206.5
1622,206.5
1623,275.3
1624,275.3
1625,275.3
1626,275.3
1627,275.3
1628,275.3
1629,275.3
1630,275.3
1631,275.3
1632,206.5
1633,275.3
1634,275.3
1635,309.7
1636,275.3
1637,309.7
1638,275.3
1639,275.3
1640,309.7
1641,275.3
1642,275.3
1643,275.3
1644,275.3
1645,275.3
1646,275.3
1647,275.3
1648,275.3
1649,275.3
1650,206.5
1651,275.3
1652,275.3
1653,309.7
1654,275.3
1655,309.7
1656,275.3
1657,275.3
1658,275.3
1659,275.3
1660,275.3
1661,309.7
1662,309.7
1663,206.5
1664,206.5
1665,275.3
1666,275.3
1667,275.3
1668,275.3
1669,206.5
1670,275.3
1671,275.3
1672,309.7
1673,275.3
1674,206.5
1675,275.3
1676,275.3
1677,206.5
1678,206.5
1679,275.3
1680,206.5
1681,206.5
1682,206.5
1683,275.3
1684,206.5
1685,275.3
1686,206.5
1687,206.5
1688,206.5
1689,206.5
1690,206.5
1691,206.5
1692,206.5
1693,275.3
1694,275.3
1695,206.5
1696,275.3
1697,275.3
1698,206.5
1699,275.3
1700,206.5
1701,206.5
1702,275.3
1703,206.5
1704,206.5
1705,275.3
1706,206.5
1707,206.5
1708,206.5
1709,206.5
1710,206.5
1711,275.3
1712,275.3
1713,206.5
1714,275.3
1715,206.5
1716,275.3
1717,206.5
1718,275.3
1719,309.7
1720,275.3
1721,309.7
1722,344.1
1723,309.7
1724,412.9
1725,309.7
1726,344.1
1727,309.7
1728,344.1
1729,309.7
1730,309.7
1731,309.7
1732,344.1
1733,309.7
1734,309.7
1735,344.1
1736,309.7
1737,309.7
1738,309.7
1739,309.7
1740,412.9
1741,309.7
1742,309.7
1743,344.1
1744,344.1
1745,309.7
1746,309.7
1747,344.1
1748,309.7
1749,309.7
1750,309.7
1751,309.7
1752,309.7
1753,344.1
1754,309.7
1755,309.7
1756,309.7
1757,309.7
1758,309.7
1759,344.1
1760,309.7
1761,344.1
1762,344.1
1763,309.7
1764,309.7
1765,412.9
1766,412.9
1767,309.7
1768,309.7
1769,344.1
1770,344.1
1771,412.9
1772,344.1
1773,573.5
1774,573.5
1775,573.5
1776,573.5
1777,573.5
1778,573.5
1779,573.5
1780,573.5
1781,573.5
1782,573.5
1783,573.5
1784,573.5
1785,573.5
1786,573.5
1787,573.5
1788,573.5
1789,573.5
1790,573.5
1791,573.5
1792,573.5
1793,573.5
1794,573.5
1795,573.5
1796,573.5
1797,573.5
1798,573.5
1799,573.5
1800,573.5
1801,573.5
1802,573.5
1803,573.5
1804,573.5
1805,573.5
1806,573.5
1807,573.5
1808,573.5
1809,573.5
1810,573.5
1811,573.5
1812,573.5
1813,573.5
1814,516.2
1815,573.5
1816,573.5
1817,573.5
1818,573.5
1819,573.5
1820,573.5
1821,573.5
1822,573.5
1823,573.5
1824,573.5
1825,516.2
1826,516.2
1827,516.2
1828,516.2
1829,516.2
1830,516.2
1831,516.2
1832,516.2
1833,516.2
1834,516.2
1835,516.2
1836,516.2
1837,516.2
1838,516.2
1839,516.2
1840,516.2
1841,516.2
1842,516.2
1843,516.2
1844,516.2
1845,516.2
1846,516.2
1847,516.2
1848,516.2
1849,516.2
1850,516.2
1851,516.2
1852,516.2
1853,516.2
1854,516.2
1855,516.2
1856,516.2
1857,516.2
1858,516.2
1859,516.2
1860,516.2
1861,516.2
1862,516.2
1863,516.2
1864,516.2
1865,516.2
1866,516.2
1867,516.2
1868,516.2
1869,516.2
1870,516.2
1871,516.2
1872,516.2
1873,516.2
1874,516.2
1875,458.8
1876,458.8
1877,458.8
1878,458.8
1879,458.8
1880,458.8
1881,458.8
1882,458.8
1883,458.8
1884,458.8
1885,458.8
1886,458.8
1887,458.8
1888,458.8
1889,458.8
1890,458.8
1891,458.8
1892,458.8
1893,458.8
1894,458.8
1895,458.8
1896,458.8
1897,458.8
1898,458.8
1899,458.8
1900,458.8
1901,458.8
1902,458.8
1903,458.8
1904,458.8
1905,458.8
1906,458.8
1907,458.8
1908,458.8
1909,458.8
1910,458.8
1911,458.8
1912,458.8
1913,458.8
1914,458.8
1915,458.8
1916,458.8
1917,458.8
1918,458.8
1919,458.8
1920,458.8
1921,458.8
1922,458.8
1923,458.8
1924,458.8
1925,458.8
1926,458.8
1927,458.8
1928,458.8
1929,458.8
1930,458.8
1931,458.8
1932,458.8
1933,458.8
1934,458.8
1935,458.8
1936,458.8
1937,458.8
1938,458.8
1939,458.8
1940,458.8
1941,458.8
1942,458.8
1943,458.8
1944,458.8
1945,458.8
1946,458.8
1947,458.8
1948,458.8
1949,458.8
1950,458.8
1951,458.8
1952,458.8
1953,458.8
1954,458.8
1955,458.8
1956,458.8
1957,458.8
1958,458.8
1959,458.8
1960,458.8
1961,458.8
1962,458.8
1963,458.8
1964,458.8
1965,458.8
1966,458.8
1967,458.8
1968,458.8
1969,458.8
1970,458.8
1971,458.8
1972,458.8
1973,458.8
1974,458.8
1975,458.8
1976,458.8
1977,458.8
1978,458.8
1979,458.8
1980,412.9
1981,458.8
1982,458.8
1983,458.8
1984,458.8
1985,458.8
1986,458.8
1987,458.8
1988,458.8
1989,458.8
1990,309.7
1991,344.1
1992,344.1
1993,344.1
1994,344.1
1995,309.7
1996,309.7
1997,309.7
1998,275.3
1999,309.7
2000,309.7
2001,309.7
2002,309.7
2003,309.7
2004,309.7
2005,309.7
2006,309.7
2007,309.7
2008,309.7
2009,275.3
2010,344.1
2011,309.7
2012,344.1
2013,309.7
2014,344.1
2015,309.7
2016,309.7
2017,344.1
2018,309.7
2019,309.7
2020,309.7
2021,309.7
2022,344.1
2023,344.1
2024,309.7
2025,206.5
2026,309.7
2027,275.3
2028,309.7
2029,344.1
2030,309.7
2031,309.7
2032,309.7
2033,344.1
2034,309.7
2035,309.7
2036,275.3
2037,344.1
2038,309.7
2039,275.3
2040,275.3
2041,309.7
2042,309.7
2043,412.9
2044,309.7
2045,309.7
2046,275.3
2047,309.7
2048,309.7
2049,309.7
2050,309.7
2051,275.3
2052,275.3
2053,309.7
2054,309.7
2055,275.3
2056,309.7
2057,275.3
2058,344.1
2059,309.7
2060,309.7
2061,275.3
2062,344.1
2063,309.7
2064,344.1
2065,275.3
2066,309.7
2067,309.7
2068,344.1
2069,309.7
2070,309.7
2071,309.7
2072,275.3
2073,344.1
2074,275.3
2075,275.3
2076,275.3
2077,309.7
2078,309.7
2079,309.7
2080,344.1
2081,344.1
2082,275.3
2083,344.1
2084,309.7
2085,309.7
2086,309.7
2087,344.1
2088,309.7
2089,309.7
2090,344.1
2091,309.7
2092,275.3
2093,275.3
2094,309.7
2095,309.7
2096,275.3
2097,309.7
2098,309.7
2099,309.7
2100,344.1
2101,344.1
2102,344.1
2103,309.7
2104,275.3
2105,275.3
2106,309.7
2107,275.3
2108,309.7
2109,275.3
2110,344.1
2111,309.7
2112,309.7
2113,344.1
2114,344.1
2115,309.7
2116,344.1
2117,275.3
2118,309.7
2119,309.7
2120,344.1
2121,344.1
2122,275.3
2123,344.1
2124,344.1
2125,309.7
2126,309.7
2127,309.7
2128,344.1
2129,309.7
2130,344.1
2131,344.1
2132,344.1
2133,309.7
2134,309.7
2135,344.1
2136,309.7
2137,309.7
2138,309.7
2139,344.1
2140,309.7
