sample_id,source_file,source_index,excel_row,device,split,status,reason,noise_floor,beamforming_en,dfx_time,csi_time
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::12,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,10,12,bc98-2983-907b,train,ok,,-94.5,0,3548.8759999871254,3548.8909999728203
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::13,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,11,13,bc98-2983-907b,train,ok,,-94.5,0,3560.4449999928474,3561.8909999728203
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::14,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,12,14,bc98-2983-907b,train,ok,,-93.5,0,3659.622999966145,3660.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::15,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,13,15,bc98-2983-907b,train,ok,,-95.0,0,3768.424999952316,3772.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::16,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,14,16,bc98-2983-907b,train,ok,,-94.0,0,3874.917999982834,3880.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::17,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,15,17,bc98-2983-907b,train,ok,,-92.75,0,3978.195999979973,3979.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::18,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,16,18,bc98-2983-907b,train,ok,,-94.5,0,4080.5949999690056,4084.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::19,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,17,19,bc98-2983-907b,train,ok,,-93.75,0,4188.850999951363,4188.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::20,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,18,20,bc98-2983-907b,train,ok,,-90.5,0,4283.602999985218,4286.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::21,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,19,21,bc98-2983-907b,train,ok,,-94.75,0,5124.79599994421,5124.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::22,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,20,22,bc98-2983-907b,train,ok,,-94.75,0,5239.26599997282,5239.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::23,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,21,23,bc98-2983-907b,train,ok,,-94.0,0,5337.472999989986,5337.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::24,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,22,24,bc98-2983-907b,train,ok,,-95.0,0,5450.820999979973,5454.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::25,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,23,25,bc98-2983-907b,train,ok,,-94.75,0,5550.090999960899,5550.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::26,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,24,26,bc98-2983-907b,train,ok,,-95.25,0,5651.960999965668,5650.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::27,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,25,27,bc98-2983-907b,train,ok,,-94.75,0,5753.156999945641,5756.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::28,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,26,28,bc98-2983-907b,train,ok,,-94.75,0,5956.199000000954,5955.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::29,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,27,29,bc98-2983-907b,train,ok,,-94.75,0,6070.899999976158,6068.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::30,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,28,30,bc98-2983-907b,train,ok,,-94.5,0,6168.065999984741,6167.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::31,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,29,31,bc98-2983-907b,train,ok,,-94.5,0,6178.708999991417,6181.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::32,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,30,32,bc98-2983-907b,train,ok,,-95.0,0,6275.222999989986,6277.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::33,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,31,33,bc98-2983-907b,train,ok,,-94.5,0,6382.853999972343,6384.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::34,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,32,34,bc98-2983-907b,train,ok,,-93.25,0,6493.543999969959,6496.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::35,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,33,35,bc98-2983-907b,train,ok,,-94.0,0,6592.375,6591.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::36,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,34,36,bc98-2983-907b,train,ok,,-94.0,0,6702.117999970913,6700.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::37,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,35,37,bc98-2983-907b,train,ok,,-94.0,0,6796.5139999985695,6797.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::38,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,36,38,bc98-2983-907b,train,ok,,-94.0,0,6898.583999991417,6901.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::39,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,37,39,bc98-2983-907b,train,ok,,-95.5,0,6913.335999965668,6915.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::40,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,38,40,bc98-2983-907b,train,ok,,-94.5,0,7014.116999983788,7013.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::41,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,39,41,bc98-2983-907b,train,ok,,-94.75,0,7113.789999961853,7118.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::42,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,40,42,bc98-2983-907b,train,ok,,-94.75,0,7225.733999967575,7225.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::43,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,41,43,bc98-2983-907b,train,ok,,-94.5,0,7417.767999947071,7417.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::44,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,42,44,bc98-2983-907b,train,ok,,-95.25,0,7626.919999957085,7626.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::45,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,43,45,bc98-2983-907b,train,ok,,-95.0,0,7731.330999970436,7732.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::46,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,44,46,bc98-2983-907b,train,ok,,-94.5,0,7850.494999945164,7851.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::47,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,45,47,bc98-2983-907b,train,ok,,-95.0,0,8051.4289999604225,8047.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::48,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,46,48,bc98-2983-907b,train,ok,,-94.25,0,8063.384999990463,8064.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::49,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,47,49,bc98-2983-907b,train,ok,,-94.25,0,8157.429999947548,8160.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::50,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,48,50,bc98-2983-907b,train,ok,,-94.5,0,8267.611999988556,8270.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::51,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,49,51,bc98-2983-907b,train,ok,,-95.0,0,8361.875,8365.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::52,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,50,52,bc98-2983-907b,train,ok,,-94.0,0,8582.726999998093,8582.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::53,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,51,53,bc98-2983-907b,train,ok,,-94.75,0,8683.575999975204,8684.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::54,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,52,54,bc98-2983-907b,train,ok,,-95.0,0,8793.61100000143,8791.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::55,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,53,55,bc98-2983-907b,train,ok,,-94.75,0,8886.445999979973,8885.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::56,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,54,56,bc98-2983-907b,train,ok,,-94.75,0,8897.896999955177,8902.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::57,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,55,57,bc98-2983-907b,train,ok,,-95.0,0,9085.856999993324,9091.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::58,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,56,58,bc98-2983-907b,train,ok,,-92.75,0,78752.83799999952,78752.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::59,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,57,59,bc98-2983-907b,train,ok,,-92.75,0,78858.98399996758,78858.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::60,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,58,60,bc98-2983-907b,train,ok,,-92.0,0,78953.09599995613,78950.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::61,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,59,61,bc98-2983-907b,train,ok,,-94.0,0,78964.8789999485,78965.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::62,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,60,62,bc98-2983-907b,train,ok,,-93.5,0,79063.50899994373,79061.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::63,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,61,63,bc98-2983-907b,train,ok,,-94.0,0,79073.58399999142,79077.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::64,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,62,64,bc98-2983-907b,train,ok,,-92.75,0,79171.53700000048,79169.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::65,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,63,65,bc98-2983-907b,train,ok,,-94.0,0,79268.93500000238,79269.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::66,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,64,66,bc98-2983-907b,train,ok,,-93.75,0,79374.28499996662,79379.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::67,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,65,67,bc98-2983-907b,train,ok,,-93.5,0,79481.07699996233,79483.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::68,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,66,68,bc98-2983-907b,train,ok,,-94.75,0,79683.36299997568,79683.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::69,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,67,69,bc98-2983-907b,train,ok,,-94.5,0,79785.80499994755,79785.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::70,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,68,70,bc98-2983-907b,train,ok,,-93.75,0,79896.05499994755,79896.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::71,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,69,71,bc98-2983-907b,train,ok,,-92.5,0,80008.6139999628,80009.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::72,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,70,72,bc98-2983-907b,train,ok,,-93.25,0,80420.42999994755,80419.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::73,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,71,73,bc98-2983-907b,train,ok,,-94.0,0,80429.68699997663,80433.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::74,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,72,74,bc98-2983-907b,train,ok,,-92.5,0,80627.83599996567,80627.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::75,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,73,75,bc98-2983-907b,train,ok,,-93.5,0,80727.33899998665,80727.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::76,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,74,76,bc98-2983-907b,train,ok,,-92.5,0,80829.2009999752,80830.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::77,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,75,77,bc98-2983-907b,train,ok,,-92.25,0,80956.18500000238,80953.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::78,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,76,78,bc98-2983-907b,train,ok,,-93.25,0,81054.2309999466,81052.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::79,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,77,79,bc98-2983-907b,train,ok,,-93.25,0,81157.9089999795,81158.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::80,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,78,80,bc98-2983-907b,train,ok,,-93.5,0,81251.33799999952,81249.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::81,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,79,81,bc98-2983-907b,train,ok,,-93.25,0,81357.14199995995,81359.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::82,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,80,82,bc98-2983-907b,train,ok,,-92.25,0,81468.42699998617,81468.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::83,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,81,83,bc98-2983-907b,train,ok,,-93.0,0,81573.79599994421,81576.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::84,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,82,84,bc98-2983-907b,train,ok,,-93.5,0,81669.21799999475,81669.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::85,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,83,85,bc98-2983-907b,train,ok,,-92.0,0,81781.52499997616,81779.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::86,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,84,86,bc98-2983-907b,train,ok,,-93.5,0,81879.2389999628,81879.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::87,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,85,87,bc98-2983-907b,train,ok,,-93.25,0,81985.42599999905,81984.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::88,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,86,88,bc98-2983-907b,train,ok,,-92.0,0,82089.26599997282,82089.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::89,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,87,89,bc98-2983-907b,train,ok,,-88.25,0,82204.18500000238,82209.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::90,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,88,90,bc98-2983-907b,train,ok,,-92.5,0,82300.59699994326,82305.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::91,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,89,91,bc98-2983-907b,train,ok,,-91.75,0,82511.88099998236,82512.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::92,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,90,92,bc98-2983-907b,train,ok,,-92.0,0,82611.84799998999,82611.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::93,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,91,93,bc98-2983-907b,train,ok,,-92.0,0,82719.20999997854,82719.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::94,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,92,94,bc98-2983-907b,train,ok,,-93.0,0,82836.9469999671,82836.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::95,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,93,95,bc98-2983-907b,train,ok,,-93.75,0,82935.8599999547,82934.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::96,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,94,96,bc98-2983-907b,train,ok,,-91.75,0,83033.98600000143,83035.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::97,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,95,97,bc98-2983-907b,train,ok,,-91.25,0,83133.84799998999,83135.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::98,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,96,98,bc98-2983-907b,train,ok,,-92.75,0,83150.84599995613,83152.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::99,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,97,99,bc98-2983-907b,train,ok,,-92.0,0,83251.25499999523,83250.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::100,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,98,100,bc98-2983-907b,train,ok,,-93.0,0,83353.01099997759,83349.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::101,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,99,101,bc98-2983-907b,train,ok,,-93.0,0,83451.2839999795,83450.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::102,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,100,102,bc98-2983-907b,train,ok,,-93.5,0,83556.73600000143,83555.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::103,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,101,103,bc98-2983-907b,train,ok,,-91.75,0,83569.40499997139,83570.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::104,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,102,104,bc98-2983-907b,train,ok,,-92.25,0,83667.37299996614,83668.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::105,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,103,105,bc98-2983-907b,train,ok,,-93.25,0,83774.22499996424,83774.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::106,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,104,106,bc98-2983-907b,train,ok,,-91.25,0,83875.24299997091,83872.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::107,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,105,107,bc98-2983-907b,train,ok,,-93.25,0,83973.29999995232,83972.89099997282
notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx::108,notxbf_com_excels_f4/bc98-2983-907b/train/bc98-2983-907b_0.xlsx,106,108,bc98-2983-907b,train,ok,,-93.0,0,84078.77699995041,84077.89099997282
